id,title,description,skills,location,duration,organization
458,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Noida,1 month,CodeCrafters
459,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Ahmedabad,6 months,Analytics Hub
460,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,1 month,Analytics Hub
461,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Bengaluru,1 month,Tech Startup
462,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Gurgaon,4 months,CodeCrafters
463,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Gurgaon,3 months,WebSolutions
464,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Pune,1 month,MarketCo
465,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bhubaneswar,4 months,MarketCo
466,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bengaluru,4 months,WebSolutions
467,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,6 months,CodeCrafters
468,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,5 weeks,College Labs
469,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Gurgaon,1 month,DataWorks
470,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Ahmedabad,3 months,DataWorks
471,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Lucknow,1 month,WebSolutions
472,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,3 months,DesignStudios
473,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Pune,3 months,WebSolutions
474,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Kolkata,6 months,College Labs
475,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Gurgaon,5 weeks,MobileWorks
476,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,4 months,WebSolutions
477,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,4 months,Tech Startup
478,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,3 months,CodeCrafters
479,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Gurgaon,3 months,Tech Startup
480,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bengaluru,5 weeks,CodeCrafters
481,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Lucknow,2 months,Analytics Hub
482,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Dehradun,3 months,DesignStudios
483,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,6 months,MobileWorks
484,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,5 weeks,Tech Startup
485,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Hyderabad,5 weeks,Tech Startup
486,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Ahmedabad,6 months,FinLabs
487,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Noida,1 month,Analytics Hub
488,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,1 month,Analytics Hub
489,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Noida,2 months,College Labs
490,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Goa,1 month,CodeCrafters
491,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Dehradun,1 month,WebSolutions
492,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,4 months,MarketCo
493,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Pune,3 months,DesignStudios
494,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Mumbai,2 months,CodeCrafters
495,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Lucknow,5 weeks,DesignStudios
496,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Kolkata,3 months,FinLabs
497,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Lucknow,4 months,FinLabs
498,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Goa,4 months,FinLabs
499,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Ahmedabad,3 months,College Labs
500,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,6 months,DataWorks
501,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Kolkata,3 months,DesignStudios
502,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,6 months,DesignStudios
503,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,4 months,MarketCo
504,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Goa,1 month,MarketCo
505,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Lucknow,3 months,Tech Startup
506,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,1 month,CodeCrafters
507,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Pune,1 month,College Labs
508,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,3 months,MobileWorks
509,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Hyderabad,2 months,WebSolutions
510,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Noida,3 months,College Labs
511,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,4 months,DesignStudios
512,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Hyderabad,2 months,WebSolutions
513,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Noida,1 month,Analytics Hub
514,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Lucknow,4 months,Analytics Hub
515,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,4 months,FinLabs
516,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Gurgaon,1 month,CodeCrafters
517,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Jaipur,6 months,WebSolutions
518,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Mumbai,3 months,College Labs
519,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Lucknow,1 month,College Labs
520,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Pune,1 month,MobileWorks
521,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Goa,1 month,DataWorks
522,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,4 months,CodeCrafters
523,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Delhi,3 months,WebSolutions
524,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Hyderabad,4 months,DesignStudios
525,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bhubaneswar,6 months,CodeCrafters
526,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Ahmedabad,1 month,Analytics Hub
527,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Ahmedabad,6 months,WebSolutions
528,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Gurgaon,2 months,FinLabs
529,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Goa,3 months,FinLabs
530,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Lucknow,1 month,College Labs
531,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Noida,3 months,MarketCo
532,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,6 months,Analytics Hub
533,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Bhubaneswar,3 months,WebSolutions
534,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Bhubaneswar,1 month,College Labs
535,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bengaluru,2 months,DesignStudios
536,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Noida,6 months,CodeCrafters
537,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bengaluru,1 month,DesignStudios
538,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Goa,1 month,MarketCo
539,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Noida,5 weeks,Analytics Hub
540,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Pune,3 months,FinLabs
541,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Bhubaneswar,2 months,DesignStudios
542,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Bengaluru,1 month,MobileWorks
543,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,5 weeks,MobileWorks
544,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Gurgaon,6 months,College Labs
545,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Bengaluru,6 months,WebSolutions
546,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Hyderabad,1 month,DesignStudios
547,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Ahmedabad,4 months,Analytics Hub
548,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Kolkata,3 months,MarketCo
549,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,2 months,Tech Startup
550,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Dehradun,4 months,Analytics Hub
551,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Ahmedabad,4 months,FinLabs
552,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,1 month,DataWorks
553,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Goa,3 months,DataWorks
554,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Dehradun,5 weeks,MobileWorks
555,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Chennai,1 month,CodeCrafters
556,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Hyderabad,4 months,DataWorks
557,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,4 months,DataWorks
558,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Gurgaon,1 month,College Labs
559,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bengaluru,3 months,College Labs
560,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,5 weeks,FinLabs
561,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Ahmedabad,1 month,CodeCrafters
562,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Gurgaon,1 month,WebSolutions
563,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Bhubaneswar,3 months,WebSolutions
564,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Noida,4 months,CodeCrafters
565,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,3 months,Analytics Hub
566,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Noida,4 months,MarketCo
567,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Bengaluru,1 month,CodeCrafters
568,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Dehradun,2 months,DataWorks
569,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,6 months,WebSolutions
570,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,3 months,DataWorks
571,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Mumbai,6 months,Analytics Hub
572,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Goa,3 months,FinLabs
573,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Goa,2 months,College Labs
574,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Bengaluru,4 months,FinLabs
575,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Jaipur,6 months,WebSolutions
576,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Ahmedabad,6 months,Analytics Hub
577,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Hyderabad,1 month,DataWorks
578,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,6 months,DataWorks
579,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Chennai,1 month,MarketCo
580,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Ahmedabad,5 weeks,WebSolutions
581,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,2 months,CodeCrafters
582,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Pune,6 months,College Labs
583,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Lucknow,3 months,Analytics Hub
584,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Goa,2 months,CodeCrafters
585,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Gurgaon,1 month,MobileWorks
586,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Bhubaneswar,2 months,Analytics Hub
587,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,5 weeks,FinLabs
588,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Lucknow,3 months,FinLabs
589,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Noida,3 months,Tech Startup
590,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,4 months,MarketCo
591,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Noida,6 months,DataWorks
592,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Mumbai,3 months,Tech Startup
593,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,1 month,CodeCrafters
594,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Lucknow,5 weeks,MobileWorks
595,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Dehradun,2 months,FinLabs
596,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Gurgaon,1 month,DesignStudios
597,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Hyderabad,1 month,DataWorks
598,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Pune,6 months,FinLabs
599,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Chennai,2 months,WebSolutions
600,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,4 months,Analytics Hub
601,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Ahmedabad,6 months,Analytics Hub
602,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Mumbai,1 month,College Labs
603,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Hyderabad,5 weeks,CodeCrafters
604,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Bhubaneswar,6 months,Tech Startup
605,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Dehradun,1 month,DesignStudios
606,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Bengaluru,2 months,FinLabs
607,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Noida,3 months,WebSolutions
608,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Jaipur,3 months,Analytics Hub
609,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Jaipur,3 months,College Labs
610,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Lucknow,3 months,MobileWorks
611,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Noida,5 weeks,CodeCrafters
612,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Mumbai,5 weeks,College Labs
613,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,6 months,College Labs
614,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Ahmedabad,5 weeks,CodeCrafters
615,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Mumbai,6 months,FinLabs
616,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,1 month,MobileWorks
617,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Gurgaon,6 months,Tech Startup
618,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,3 months,MobileWorks
619,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,1 month,DesignStudios
620,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Jaipur,3 months,DataWorks
621,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Ahmedabad,4 months,MobileWorks
622,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Goa,1 month,MobileWorks
623,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Delhi,6 months,WebSolutions
624,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,5 weeks,MobileWorks
625,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Gurgaon,5 weeks,Analytics Hub
626,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Gurgaon,4 months,CodeCrafters
627,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bengaluru,5 weeks,DataWorks
628,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Noida,1 month,FinLabs
629,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Pune,2 months,CodeCrafters
630,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Ahmedabad,3 months,WebSolutions
631,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Kolkata,2 months,MarketCo
632,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Mumbai,2 months,MobileWorks
633,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Jaipur,1 month,WebSolutions
634,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Bhubaneswar,6 months,Analytics Hub
635,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Bhubaneswar,5 weeks,DataWorks
636,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Noida,3 months,DesignStudios
637,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Lucknow,4 months,Analytics Hub
638,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Bengaluru,5 weeks,Analytics Hub
639,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Delhi,5 weeks,WebSolutions
640,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Jaipur,4 months,MarketCo
641,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Goa,6 months,DataWorks
642,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Dehradun,5 weeks,MarketCo
643,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Jaipur,4 months,DataWorks
644,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,1 month,Tech Startup
645,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Bengaluru,2 months,WebSolutions
646,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Goa,6 months,DataWorks
647,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Jaipur,6 months,Analytics Hub
648,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Chennai,1 month,DesignStudios
649,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Jaipur,6 months,DesignStudios
650,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Pune,4 months,WebSolutions
651,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Dehradun,4 months,DesignStudios
652,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Kolkata,4 months,MobileWorks
653,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Kolkata,1 month,MobileWorks
654,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Hyderabad,4 months,MobileWorks
655,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Ahmedabad,5 weeks,Analytics Hub
656,Machine Learning Intern,Work on predictive analytics using Python and scikit-learn.,Python;Machine Learning;Statistics,Delhi,6 months,MobileWorks
657,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,5 weeks,MarketCo
658,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Ahmedabad,5 weeks,Tech Startup
659,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,1 month,DesignStudios
660,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Gurgaon,5 weeks,MarketCo
661,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Ahmedabad,4 months,DataWorks
662,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Noida,2 months,Analytics Hub
663,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Hyderabad,5 weeks,MobileWorks
664,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Mumbai,4 months,FinLabs
665,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Hyderabad,2 months,CodeCrafters
666,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Pune,2 months,Tech Startup
667,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Chennai,1 month,DataWorks
668,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Jaipur,6 months,DataWorks
669,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Dehradun,2 months,CodeCrafters
670,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Bhubaneswar,5 weeks,DataWorks
671,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Ahmedabad,6 months,Analytics Hub
672,Android Developer Intern,Build Android apps with Java/Kotlin.,Java;Kotlin;APIs,Mumbai,3 months,DesignStudios
673,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Goa,4 months,MobileWorks
674,Frontend React Intern,Create responsive UI with React and TailwindCSS.,HTML;CSS;JavaScript;React,Dehradun,4 months,DesignStudios
675,BCA Project Intern,"Help with college project using PHP, MySQL.",PHP;MySQL;HTML;CSS,Hyderabad,4 months,MobileWorks
676,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Bhubaneswar,2 months,Tech Startup
677,Marketing Intern,Manage social media and content creation.,Communication;Marketing;Social Media,Hyderabad,5 weeks,Analytics Hub
678,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Bhubaneswar,4 months,Tech Startup
679,Data Science Intern,Work on ML models and data analysis.,Python;SQL;Machine Learning,Delhi,3 months,DataWorks
680,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Kolkata,3 months,Analytics Hub
681,Web Development Intern,Front-end using React and backend Node.js.,HTML;CSS;JavaScript;React;Node,Pune,2 months,DataWorks
682,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Kolkata,1 month,Analytics Hub
683,Data Analyst Intern,Perform data cleaning and visualization using Python and Excel.,Python;SQL;Excel,Dehradun,3 months,DesignStudios
684,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Pune,3 months,FinLabs
685,Java Backend Intern,Develop REST APIs and services using Java Spring Boot.,Java;Spring;REST API,Dehradun,4 months,CodeCrafters
686,UI/UX Design Intern,Design wireframes and prototypes using Figma and Adobe XD.,Figma;Adobe XD;Design,Goa,5 weeks,College Labs
